"","Query","Tax","Matching","MapQ","AS.max"
"3676","3872fb6e-76e9-44b3-856c-6b10c8bdf9b8","Lactobacillus_casei",94.0329218106996,0,2380
"3680","387c3d86-aa3f-4fae-a1eb-a4d13528f3d5","Lactobacillus_fermentum",94.0492476060192,0,2364
"3684","387ca341-d2e6-43cc-9c08-87559fc7efd8","Lactobacillus_delbrueckii",91.6381082933516,0,2138
"3686","38a7d3d9-738a-4ca5-b22d-319fddfa26ea","Lactobacillus_ginsenosidimutans",80.2030456852792,0,1054
"3694","38c2b40c-f362-4dc0-b18b-4f49022f9fd9","Lactobacillus_paracasei",92.5444596443228,1,2258
"3697","38c3b47c-5a0c-4463-ae57-8bc84f04127c","Lactobacillus_casei",90.6944444444444,0,2050
"3702","38cecce9-7c1b-469f-a38f-20615c2e6904","Lactobacillus_salivarius",89.5608351331893,0,1874
"3706","38dbd362-1f81-4ec8-bea8-2ae9083ba7ea","Lactobacillus_fermentum",86.6792929292929,1,1868
"3709","38dc92c8-2387-45b7-967f-f92bdc5f6648","Lactobacillus_casei",92.533147243545,0,2180
"3714","38ff9184-5320-4f95-896f-ad0ffb1da493","Lactobacillus_casei",85.8344113842173,1,1710
"3719","390b87ea-c3e6-4360-8c19-ce9f6b4e713d","Lactobacillus_fermentum",92.2192151556157,1,2202
"3725","391d109a-18ce-419f-b95b-3ada574d1bb0","Lactobacillus_fermentum",93.5091277890467,13,2362
"3728","39387008-f087-43a8-81db-93d46cfab5d5","Lactobacillus_casei",92.797783933518,0,2230
"3734","394e7e9c-595a-4224-820c-7acdb4b17e70","Pediococcus_claussenii",88.0863737900223,0,1704
"3736","394ee430-d41b-48d9-b64d-c748f881bbbb","Lactobacillus_brevis",81.9928825622776,0,1236
"3742","396b4ffa-bd13-4071-8042-0c1a786f5a27","Lactobacillus_paracasei",95.9616700889802,0,2522
"3744","39983aec-f48f-42d8-9819-593f0c0978c2","Lactobacillus_fermentum",91.7175831636117,0,2176
"3748","3999c8f4-e90f-440d-978e-d5a756dbc149","Lactobacillus_fermentum",87.7800407331976,0,1784
"3751","39a30b59-83ba-4fc3-874f-97a2560ae625","Lactobacillus_paracasei",91.6093535075653,0,2136
"3755","39b2649a-c9d3-4cf4-af22-cbf78e832407","Lactobacillus_fermentum",94.0136054421769,9,2392
"3758","39bc9fef-e8f2-4e48-81b2-6a43db7ce7ca","Lactobacillus_fermentum",92.6001357773252,1,2258
"3760","39c7f239-909e-4468-b667-204bcb8f0e61","Lactobacillus_casei",94.8591549295775,0,2376
"3765","39db987c-be85-4b9b-a3bf-7bae7bfd79db","Lactobacillus_paracasei",89.3238434163701,2,1864
"3769","39e21dfa-759b-4ed3-b0cb-7526f9a27331","Lactobacillus_casei",87.8633720930232,0,1680
"3773","39e85fe0-b007-4876-a5ec-52caede0efe8","Lactobacillus_casei",92.5373134328358,0,2256
"3777","3a0fc1a8-a9f8-4b05-b6b4-ec4cc0ebafe0","Lactobacillus_plantarum",94.5054945054945,12,2406
"3781","3a1fa1bc-b1b0-461a-a399-d07bc2f1452e","Lactobacillus_fermentum",84.9551414768806,1,1538
"3784","3a22fd2a-8105-438d-a7af-e4881866607d","Lactobacillus_paracasei",93.7671232876712,0,2356
"3789","3a5b4624-16a7-4458-a536-316533283618","Lactobacillus_casei",88.0028735632184,1,1738
"3791","3a749f1d-9439-4f62-bf7e-e4d0cafc4dd1","Lactobacillus_casei",90.0815217391304,0,2014
"3798","3aa2530b-e511-4851-a3dc-c204212f1c82","Lactobacillus_paracasei",92.7234927234927,1,2220
"3799","3aa66b11-64d9-4997-ace9-d421ac547e8c","Lactobacillus_casei",90.125173852573,0,1998
"3803","3ac15606-3657-41ab-8ede-ff187147195c","Lactobacillus_fermentum",96.636925188744,0,2596
"3808","3ad870db-5f87-4e11-a362-36644e746887","Lactobacillus_paracasei",93.2330827067669,1,2278
"3813","3ae44225-29a6-45d3-8df4-81dc5a8b6f58","Lactobacillus_paracasei",88.0348078317622,1,1710
"3816","3ae6d2ca-f4bc-47e2-ba31-d4e15fb500ff","Lactobacillus_fermentum",95.0786056049214,1,2462
"3819","3af66018-e81e-422d-81da-81d88bc8d4f1","Lactobacillus_casei",93.5459940652819,0,2134
"3821","3b194f8e-20df-4e42-b357-f1d443ca7778","Lactobacillus_casei",90.6593406593407,0,2066
"3828","3b2fddec-56c9-41bb-9ac6-41f5977a8197","Lactobacillus_fermentum",87.1496924128503,1,1772
"3831","3b3c53c9-4085-4dde-96b0-c30cbdd3a3b0","Lactobacillus_casei",90.8212560386473,0,2048
"3836","3b4c5ca1-9c1e-4170-a3e8-9e9e01e99a8f","Lactobacillus_buchneri",87.3096446700508,0,1676
"3838","3b4e525d-d664-4d44-8d07-c185bc030a4e","Lactobacillus_casei",89.8777173913043,1,2048
"3843","3b5c86e1-e79e-4c8e-8bc3-96f14d0a5902","Lactobacillus_buchneri",89.7180762852405,0,1656
"3845","3b674b76-32da-4a2c-acc8-9a26abc0a0a7","Lactobacillus_casei",89.4150417827298,0,1930
"3851","3b6ef4e2-e5c2-49a0-bb56-6d8f95cd114f","Lactobacillus_fermentum",94.293297942933,9,2460
"3856","3b8158b2-896c-462b-8c32-26cf060c505d","Pediococcus_pentosaceus",84.778156996587,2,1552
"3863","3b81dd1d-81d5-492e-8d36-d24ccfa14383","Lactobacillus_buchneri",86.3376251788269,1,1592
"3864","3b9c3038-40bb-4c3e-bcd8-53df8e4ebb4c","Lactobacillus_casei",87.8396739130435,0,1844
"3871","3bac00e4-e584-41e5-ab23-b924108c9982","Lactobacillus_paracasei",83.2439678284182,1,1406
"3873","3bb031ec-c6ae-4268-abd3-0efcc524a09c","Lactobacillus_casei",94.9931412894376,0,2444
"3877","3bba2ca0-e646-48d6-8bbf-45a95abaed27","Lactobacillus_fermentum",90.6819716407833,0,2068
"3880","3bbba658-fbb4-4716-8ffe-884e84f189c9","Lactobacillus_casei",88.2274247491639,0,1888
"3886","3bc1027d-7298-44fc-8c9a-4af9a2437c7c","Lactobacillus_paracasei",95.0899031811895,0,2440
"3887","3bc7d010-30d9-4b6b-b57e-dbe57c2c2a8b","Lactobacillus_salivarius",85.7547838412473,1,1580
"3891","3bc9af73-bcdf-4fc8-a9d7-9285d41b3708","Lactobacillus_fermentum",93.391773432232,1,2332
"3894","3bfd2b80-1e46-4aeb-b711-debd9a4272bf","Lactobacillus_casei",95.26791927627,0,2432
"3901","3c0a2ce6-39c8-4f02-8c45-e7b739ad255d","Lactobacillus_buchneri",89.8033503277495,1,1858
"3903","3c0a4de9-61a6-4646-b297-dec83cf40b8c","Lactobacillus_casei",87.4836173001311,0,1860
"3909","3c30e222-c215-44f1-883d-b58a2fa0a528","Lactobacillus_fermentum",95.1502732240437,3,2452
"3911","3c32adf5-fbd5-4446-8e25-b7e5d1b6f381","Lactobacillus_casei",88.6426592797784,0,1864
"3916","3c34b18a-3b1c-41e2-8644-7336beab9643","Lactobacillus_casei",88.8586956521739,0,1958
"3922","3c630e2a-c9f4-4025-987e-b09e992a87ec","Lactobacillus_paracasei",91.6666666666667,10,1984
"3925","3c807924-8c6b-429f-b7e2-fb3173e4b659","Lactobacillus_fermentum",95.221843003413,5,2478
"3927","3c8ebe94-4d01-499a-85ba-bbda3da89401","Lactobacillus_buchneri",84.4411979547115,0,1436
"3931","3cdb47c8-20bf-4c82-a5fd-cad25a40b504","Lactobacillus_paracasei",92.9299796057104,0,2298
"3937","3cff2461-6115-4ccd-912b-fc01f42c33e9","Lactobacillus_ruminis",85.7971014492754,1,1522
"3939","3d020366-ad77-4334-86c8-befa13d553a8","Lactobacillus_casei",95.8988380041012,0,2560
"3945","3d09e3e8-f58b-4d05-8adf-0e1a8328cfa7","Pediococcus_claussenii",88.4839650145773,27,1760
"3948","3d0d59c2-2177-49bc-9a90-fc9ca0391a4f","Lactobacillus_casei",92.0516304347826,0,2192
"3951","3d1e91b7-2c7d-4b3d-a3e5-b73f9a438d2e","Lactobacillus_fermentum",91.2568306010929,1,2106
"3958","3d2f9226-595d-4faa-98d8-107441957d61","Lactobacillus_casei",88.2515549412578,0,1812
"3961","3d37ef1d-4f7e-4cc0-83f4-6d032a035f8c","Lactobacillus_fermentum",92.1325051759834,0,2303
"3964","3d403fa8-deda-4ce0-9214-2b81733886bf","Lactobacillus_fermentum",90.5020352781547,1,2082
"3969","3d56f5b3-7735-4c65-8b12-4f40f08d5364","Lactobacillus_casei",89.3246187363834,0,1842
"3974","3d5f8131-2766-4de9-9186-56ced96a82ba","Lactobacillus_fermentum",88.9895470383275,0,1900
"3977","3d634032-0f90-4c5e-9c30-49dd95e6c1ff","Pediococcus_pentosaceus",81.6197183098592,0,1224
"3978","3d9dec77-d1de-485d-a8e0-ff320461299f","Lactobacillus_casei",88.0165289256198,0,1810
"3985","3dc1c811-f8c3-44f3-ae20-1e53ab2c12cb","Lactobacillus_fermentum",87.2972972972973,0,1748
"3989","3dcdd77b-94cf-4c3f-9bfe-1b608060e889","Lactobacillus_fermentum",94.672131147541,0,2416
"3993","3dce91d1-2017-4408-821c-470eeae362d5","Lactobacillus_fermentum",92.966573816156,1,2232
"3997","3dcfa64c-aec1-4811-a36f-43671d8fe98e","Lactobacillus_paracasei",89.9235580264072,1,1984
"3999","3dd52a3b-ef91-4470-802d-2f0ded0ee64b","Lactobacillus_casei",94.0899932840833,0,2420
"4003","3dddc162-0daa-49f5-b6a3-a3b64a3aaed9","Lactobacillus_casei",86.4084507042253,0,1608
"4007","3dde1541-982d-465e-8ba5-7743a7e30f31","Lactobacillus_fermentum",92.4503311258278,0,2282
"4012","3de98ab7-edde-4c02-ba69-9345d9ec3e79","Lactobacillus_fermentum",91.8077183480027,0,2160
"4014","3dfec48b-3cd5-4ea3-af76-055364d5a4ea","Lactobacillus_casei",87.4479889042996,0,1762
"4017","3e06a772-2f58-45af-93c5-c4ea21b2b1f5","Lactobacillus_casei",89.6668932698844,0,1998
"4023","3e0aaa23-aede-4d31-b905-af55e2e8ca5d","Lactobacillus_casei",94.3111720356409,0,2400
"4029","3e0f6300-93ba-4698-8d4a-9941e38498a9","Lactobacillus_casei",86.3417982155113,0,1656
"4033","3e3babbe-b18e-4a1c-895b-75be7c8e9232","Lactobacillus_fermentum",89.6435776731675,1,2032
"4035","3e406f90-ac2c-4002-ae51-2c41bff3d91e","Lactobacillus_casei",87.1369294605809,0,1724
"4040","3e51861c-999e-408a-bdeb-a2403c85f2b8","Lactobacillus_casei",90.572878897752,1,1918
"4044","3e53eeb2-04cd-44a9-a8cc-1ff3743cabeb","Lactobacillus_casei",95.2901023890785,0,2496
"4051","3e82267e-5a94-40a1-a242-31f1abc56626","Lactobacillus_fermentum",90.5859117840685,0,2130
"4054","3e84c82c-0b63-4671-8441-61fbe1885239","Lactobacillus_buchneri",87.8151260504202,1,1776
"4057","3e8773bb-c9e3-45d6-a85c-c895be34f062","Lactobacillus_casei",94.9862637362637,0,2428
"4060","3e8e62fd-2be0-45a5-92c6-a61dd006bb41","Lactobacillus_casei",91.588785046729,0,2066
"4064","3ea959e9-6e0d-4147-b95f-12b8da8663f8","Lactobacillus_fermentum",93.8065414057063,0,2296
"4068","3eae6318-6c6e-46a0-83e4-361500ee6648","Lactobacillus_fermentum",94.145677331518,0,2402
"4071","3eb2ce54-4047-411a-a8e6-ca0ebde5ee13","Lactobacillus_casei",91.4166085136078,0,2072
"4077","3eef6683-b305-431f-8c52-8097e9be5740","Lactobacillus_fermentum",85.5429713524317,0,1656
"4079","3ef5c2b0-35b1-415d-8515-a9e4253e08e0","Lactobacillus_casei",95.1153324287653,0,2474
"4083","3efd692c-c5fe-44f4-b6f9-8642ddeade8d","Lactobacillus_fermentum",89.5747599451303,0,1972
"4086","3f0b2860-5604-4a9d-830c-4f3af5f3e7ca","Lactobacillus_casei",89.2545332437878,0,1974
"4090","3f0be98a-00f6-4056-b6cc-f1967caa7900","Lactobacillus_casei",92.972972972973,0,2300
"4092","3f110a5e-1d4f-434a-bb3e-ebca0045ed21","Lactobacillus_casei",85.0522193211488,0,1652
"4096","3f184032-1780-4ed3-9f20-f34e84c369aa","Lactobacillus_casei",85.4330708661417,0,1714
"4102","3f35a202-a191-463d-90f8-0110009ec795","Lactobacillus_paracasei",89.745264532985,0,2078
"4104","3f448dee-1749-4c83-a5ef-f47e354a32a8","Lactobacillus_buchneri",88.8725128960943,1,1766
"4108","3f579dac-7ded-4128-9cc3-835147c07e83","Lactobacillus_casei",91.2984364377974,0,2124
"4112","3f5ea859-1a19-41bb-abc0-997a074b77bd","Lactobacillus_fermentum",92.9299796057104,1,2264
"4116","3f700397-8170-4e53-b3a4-5f4787920318","Lactobacillus_casei",94.3745863666446,0,2486
"4121","3f78c849-10fe-48aa-bf4d-27b8ac579cb4","Pediococcus_claussenii",79.8070296347347,1,1100
"4123","3f78daff-c141-45a4-a901-3d4048454fb0","Lactobacillus_casei",87.1369294605809,0,1718
"4129","3f8808d9-141c-4909-b616-a7685c773103","Lactobacillus_fermentum",93.3652530779754,0,2312
"4131","3f9b1f1d-02cc-4bc4-8f56-395f71781f5b","Lactobacillus_casei",90.8575478384125,0,2010
"4134","3fa7471a-d313-455d-a2a0-d2d5d06787d4","Lactobacillus_casei",93.6991869918699,0,2356
"4136","3fad0fce-0a33-498e-9bf0-82d96615d2d5","Lactobacillus_casei",94.1660947151682,0,2374
"4141","3fc7009a-15af-49d3-b548-258f1a2014f5","Lactobacillus_fermentum",93.9972714870396,1,2374
"4145","3fde4663-b4d5-4640-8b14-765bba8bb436","Lactobacillus_fermentum",82.2311289245157,0,1390
"4149","3fee47b4-9e0d-4d93-bfec-95c7410d8e21","Lactobacillus_paracasei",95.8479943701619,14,2452
"4151","3ff451ff-7d5b-4a92-ad35-01f5c3c5454d","Lactobacillus_casei",92.2602739726027,0,2196
"4156","3fffbb7d-b533-421d-9ce9-5f6b1e53096f","Lactobacillus_buchneri",86.1090909090909,0,1554
"4159","40045b04-c2ca-4a7d-9427-b5eb609edad4","Lactobacillus_buchneri",87.8633720930232,0,1718
"4165","4022ca0e-8246-44d4-8a99-adf73941391c","Lactobacillus_fermentum",87.9334257975035,6,1812
"4170","402c94e5-b279-4c08-a9c7-51e7ea3d5c59","Lactobacillus_paracasei",87.3109796186719,1,1832
"4173","402d0b03-d727-4beb-a4de-99fae372da9b","Lactobacillus_paracasei",87.8457059679767,1,1698
"4176","403705bd-d837-40bd-8975-c7580c29564c","Lactobacillus_casei",92.794017675051,0,2264
"4181","4075a3cc-7aa9-452e-be1f-48afe288a83d","Lactobacillus_casei",91.3605442176871,0,2126
"4186","4081ae71-238a-4e8d-93a9-714725d77540","Lactobacillus_casei",90.2159244264507,0,2024
"4190","408f7f65-3aad-4f93-9e93-82aaeca88b98","Lactobacillus_casei",89.1225525743292,0,1824
"4197","40a95631-a7ca-48f4-8630-b7134228bb00","Lactobacillus_paracasei",92.4316748423266,0,2184
"4198","40acfccd-734a-4df4-a244-b4435aa10cdb","Lactobacillus_casei",92.7595628415301,0,2236
"4205","40af1e08-c217-4e59-92fb-b697a4938386","Lactobacillus_fermentum",88.5733603786342,1,1922
"4207","40bf4117-48f7-4e52-b738-0b5443ebc784","Lactobacillus_fermentum",94.2347288949897,11,2394
"4211","40c4f421-5bd1-4e4a-a482-1c88ec890151","Lactobacillus_casei",89.9038461538462,1,2018
"4217","40c92248-7bc1-4088-9d21-b2f017e861c0","Lactobacillus_fermentum",94.7972972972973,0,2464
"4223","40f745f4-7063-489e-bbc1-069095428a9e","Lactobacillus_salivarius",84.5661450924609,1,1420
"4224","4130abe1-4637-4aa8-acbf-e4509231b9c5","Lactobacillus_casei",91.5703602991162,0,2148
"4228","413d8375-b657-4afc-a0a1-c2171f06fa3a","Lactobacillus_fermentum",81.9148936170213,1,1547
"4231","41740429-6d5d-4c34-a460-fb4391a630a8","Lactobacillus_casei",91.9295671313279,0,2020
"4238","4184e52c-afad-4a00-9e8c-fa60f13ff223","Lactobacillus_buchneri",87.4204946996466,1,1708
"4241","41b62506-f3be-438e-ab6f-78722af87a01","Lactobacillus_fermentum",92.1052631578947,1,2188
"4244","41c363fc-0c7c-49bb-b46c-6117c39bdf05","Lactobacillus_casei",92.2655715263518,0,2220
"4248","41c7e7dd-76e7-429f-a3a9-443142c540b8","Lactobacillus_paracasei",95.0738916256158,1,2400
"4249","41da2f93-9190-463c-83fb-b4e5ed42c369","Lactobacillus_casei",89.8907103825137,0,1974
"4254","420247ee-f9f9-4184-a880-eb6e7688b217","Lactobacillus_fermentum",93.732970027248,0,2348
"4258","42114a6f-691d-4609-90f8-f69c37f085f9","Lactobacillus_fermentum",82.2991508817766,0,1388
"4262","422ac718-7261-478f-a4b5-402619277abe","Lactobacillus_fermentum",78.4300791556728,0,1068
"4266","422d9b95-7573-4ca2-bc30-fb42f39e64af","Lactobacillus_buchneri",83.6793128131711,1,1356
"4272","4245fbb3-25e1-4d91-a4a9-035ebd95a68e","Lactobacillus_paracasei",83.4509300833868,0,1536
"4276","42697ccf-11b0-417d-9f0c-a099643931b6","Lactobacillus_fermentum",94.8930296756384,1,2418
"4282","4281eef5-cec6-4d02-9a22-7556bacfdda8","Lactobacillus_paracasei",88.4224779959377,0,1848
"4283","428675b6-6a10-4cf2-a802-3c4e2bc70104","Lactobacillus_casei",88.3296863603209,0,1744
"4291","428ab997-cf8e-44e6-92fa-0909fccb0ed6","Lactobacillus_paracasei",87.401055408971,1,1832
"4295","428ae50b-5355-443e-82c9-23a9b481798c","Lactobacillus_buchneri",86.3298662704309,1,1524
"4298","429957e6-0d29-46b1-808c-32c196b4ddf5","Lactobacillus_buchneri",89.8222940226171,1,1672
"4304","429daa2c-40be-4881-abc4-d73dfc3b81aa","Lactobacillus_buchneri",89.5120174799709,0,1848
"4308","42a7953e-7a05-46d0-879c-15c0b888774e","Lactobacillus_paracasei",78.2547501759324,1,928
"4315","42c01370-08af-44f2-8cec-436bbd485100","Lactobacillus_oris",80.1827125790583,0,1108
"4319","42d6dd9c-6cc4-4b36-b635-eaede7fb9eaa","Lactobacillus_fermentum",91.5311653116531,0,2146
"4323","4301f1ff-9003-40a4-926f-1471f78168ba","Lactobacillus_fermentum",92.0401337792642,0,2230
"4328","43096aad-092d-4305-b77b-db85fde48b15","Lactobacillus_paracasei",91.6950306330837,1,2174
"4331","43110472-af16-4d93-b8b6-ea4963cba915","Lactobacillus_rhamnosus",86.376404494382,0,1628
"4332","4342edcf-9dda-4082-a622-54489a6f3b23","Lactobacillus_casei",94.4789510006901,0,2378
"4334","43521493-8f92-4527-a83e-f0232663109c","Lactobacillus_ginsenosidimutans",86.7452135493373,14,1592
"4341","43692e8b-58d2-45a2-8954-2c80675ccc59","Lactobacillus_brevis",90.1306240928882,0,1902
"4344","43704d95-6ee5-4e16-97a7-02810eb15736","Lactobacillus_fermentum",94.1700960219479,0,2392
"4350","43998fdf-8fe0-4882-9840-2456aa4edd55","Lactobacillus_fermentum",91.0823689584752,0,2114
"4354","43c1d600-65de-42bc-8be3-bb56becd22aa","Lactobacillus_casei",94.4291609353508,0,2392
"4356","43ca5b4a-4b84-40ab-9110-a40312413656","Lactobacillus_casei",92.5680159256802,0,2278
"4360","43d0e995-bf94-4738-866a-90b27afb85f0","Lactobacillus_fermentum",93.956043956044,0,2358
"4363","43fe45e8-4eff-45b6-a071-1b0e47344898","Lactobacillus_casei",92.8180574555404,0,2294
"4367","442b0fbf-3e89-4994-b478-f957336bd244","Lactobacillus_brevis",89.1445003594536,0,1848
"4370","442d2541-ca63-48a2-8934-2486a4407119","Lactobacillus_casei",93.9171122994652,0,2410
"4375","4444b78d-27b7-49c6-97f4-ece2638ac7e8","Lactobacillus_oris",85.5731225296443,1,1658
"4380","445fbc04-8f98-41a0-9f03-262ef6785a24","Lactobacillus_fermentum",87.9785090664876,3,1870
"4384","4463c5ef-bb2f-496b-b616-a21bfeb658cd","Lactobacillus_rhamnosus",82.2349570200573,0,1254
"4385","446a5081-e637-429b-a115-6dae96cdb822","Lactobacillus_casei",85.1778656126482,1,1646
"4390","448bcd58-e7c7-4ec4-bcf4-35dca3b7a3c5","Lactobacillus_casei",87.2434017595308,0,1628
"4392","4498fac6-06cb-4248-8b20-605bc4bf9a12","Lactobacillus_casei",93.6986301369863,0,2316
"4396","44acd05d-ce90-4e53-b026-5755a24f1233","Lactobacillus_casei",90.2777777777778,0,1980
"4400","44b2bf9b-a830-44c9-965d-69844fac904d","Lactobacillus_fermentum",78.5361842105263,1,798
"4404","44ba14a0-e5c6-4200-9e17-598d3c11a9b1","Lactobacillus_delbrueckii",89.7018970189702,0,2012
"4406","44c9e177-5229-4fdf-a770-65d8fbc162b2","Lactobacillus_paracasei",88.3771929824561,1,1736
"4413","44ca96de-350b-4e9e-9722-b835658fdca0","Lactobacillus_salivarius",85.3622106049291,11,1474
"4418","44ddd489-d8dd-4757-aa3c-2bd35b0c8ec5","Lactobacillus_ginsenosidimutans",77.2024209818426,15,858
"4419","44e9e2a0-b60e-45fb-8a00-bfd54fe1bbf7","Lactobacillus_casei",85.4616895874263,0,1680
"4427","450433a7-6b8f-43db-b136-e1898c56e129","Lactobacillus_paracasei",92.7047487955953,1,2256
"4430","454bc5d0-5eba-4122-b75a-80ee2874d1c4","Lactobacillus_fermentum",93.6777702243372,0,2348
"4433","45525951-a21e-4262-9311-123893a84704","Lactobacillus_paracasei",91.6329284750337,0,2160
"4439","455c3f2b-6a70-4d7a-bc57-61c5bd17a263","Lactobacillus_buchneri",88.3417813178856,1,1790
"4443","455e6dac-53d4-44da-b612-eb1e4164d633","Lactobacillus_paracasei",83.6720392431675,6,1410
"4447","45963ae4-8207-470c-91b4-39c83c313598","Lactobacillus_salivarius",81.8055555555556,0,1240
"4450","459b209b-4b79-4f24-a658-8a4e68b8f0b8","Lactobacillus_fermentum",94.6393117140966,1,2492
"4457","459d3276-30c4-4168-ab7a-a7ba5dcdab55","Lactobacillus_paracasei",91.0386965376782,0,2106
"4459","45add0bd-9868-46d4-8bc4-3b9679ebf578","Lactobacillus_paracasei",77.3388773388773,0,980
"4463","45c2f764-8cc8-4e75-944e-129544273a9e","Lactobacillus_fermentum",92.0289855072464,12,2260
"4468","45c30dfa-3c08-4d6a-a594-987603b67d85","Lactobacillus_fermentum",93.6431989063568,0,2352
"4474","45c63526-c1c4-4dfd-aec2-c2d75fcc8489","Lactobacillus_paracasei",85.752688172043,1,1678
"4476","45d124d3-3c0f-4210-bd68-424ec9ca20db","Lactobacillus_casei",87.2077028885832,0,1732
"4481","45dd47c0-1c63-462d-b5ba-61e282d48947","Lactobacillus_paracasei",92.3392612859097,12,2234
"4484","45df530a-e4b5-4118-82e4-41f4f90781e0","Lactobacillus_fermentum",90.7275320970043,0,1970
"4488","45e715d7-b053-44b7-a072-87ce631d793c","Lactobacillus_casei",93.0041152263374,0,2260
"4490","45f6ba94-9ed1-404d-92cb-3371db820dd5","Lactobacillus_casei",94.2701227830832,0,2442
"4493","4636912e-b59e-4356-858e-4aa02f3fb218","Lactobacillus_casei",86.1507128309572,0,1682
"4497","463dfeae-c97a-499a-a5be-82966f765891","Lactobacillus_casei",93.1833674164963,0,2298
"4502","46429c7a-1e99-4471-92ac-59097e93731a","Lactobacillus_fermentum",93.3652530779754,0,2288
"4507","4655eadb-000b-451d-a2bb-25723c5ec546","Lactobacillus_paracasei",82.9761175750153,1,1606
"4510","466fdf5d-0bbc-4754-ac9a-5f0be33ad386","Lactobacillus_fermentum",94.5964432284542,0,2430
"4512","467bbcad-eb91-41d5-b02b-e59c45488ee0","Lactobacillus_casei",85.5989232839839,0,1634
"4519","467d13c0-6e5f-4ca2-bda6-77cb3b4649b6","Lactobacillus_fermentum",87.8260869565217,1,1838
"4521","467f0952-5bf8-49f8-a344-ab3cd8a67f22","Lactobacillus_casei",92.0216362407032,0,2214
"4525","46819800-a3ba-4bac-af6f-596673a26000","Lactobacillus_paracasei",93.844049247606,14,2340
"4529","469a6305-f851-4387-abe2-80faa0c36741","Lactobacillus_fermentum",91.4698162729659,0,2208
"4531","469c314d-0634-4148-b7ca-ba6bae1eb148","Lactobacillus_casei",85.2898550724638,0,1488
"4536","46ac6e6a-d157-49da-9ca1-4cf2963277d7","Lactobacillus_casei",94.8060941828255,0,2420
"4540","46b34bfb-534e-4a1d-b61f-c8bf491fbf63","Pediococcus_pentosaceus",87.8279883381924,0,1710
"4541","46ba4a79-2495-45c4-9bed-1fb3f5f9d6cc","Lactobacillus_casei",90.080971659919,0,2030
"4548","46be627e-2024-4b6c-8d93-0edba9949804","Lactobacillus_fermentum",89.242745930644,1,1888
"4552","46c3a261-5543-4110-9cfa-b098e92038af","Lactobacillus_casei",87.2803935347857,0,1708
"4556","46ec37b8-6033-49e3-bd13-e8ffdfa28400","Lactobacillus_casei",80.4676753782668,1,1160
"4562","46edb73c-985a-4900-8042-b0e49b5c3d38","Lactobacillus_oris",83.428981348637,6,1344
"4567","46f657b7-7fe1-428b-aae8-544558040360","Lactobacillus_fermentum",93.0784442979565,0,2348
"4573","470313ba-95e4-402b-b979-9668fac43581","Lactobacillus_buchneri",87.7703206562267,1,1692
"4574","4707bdd9-62b7-4d93-982c-2fc9abe1cd1f","Lactobacillus_casei",95.4261954261954,0,2468
"4576","473956b7-e644-4aef-a5fb-d5c6b98aa026","Lactobacillus_casei",84.9864130434783,0,1548
"4582","4740e9d3-34f2-41cf-9e55-2f4a53bb1aaf","Lactobacillus_fermentum",86.3230240549828,0,1644
"4585","474eefd8-70b8-4dc4-a1ce-94500bd2df85","Lactobacillus_casei",90.3614457831325,0,2070
"4591","47525482-a993-431d-a017-4677ebd904bf","Pediococcus_pentosaceus",85.6948228882834,1,1624
"4592","475d520b-9823-45e7-a932-c75061d23953","Lactobacillus_casei",88.2432432432432,0,1880
"4597","476bfb06-bd30-4006-ac69-244835882127","Lactobacillus_casei",93.273850377488,0,2294
"4602","4773e63b-8fb6-4f81-9778-d6d5b8c98a18","Lactobacillus_casei",90.5960264900662,0,2140
"4608","477ba352-1ea9-43b4-b472-fa08b433db2a","Lactobacillus_fermentum",84.2643051771117,1,1488
"4610","47865177-5911-47dc-988e-54079baa00c9","Lactobacillus_casei",93.7628512679918,0,2358
"4615","4788d759-8525-43fc-b45b-6004e9128024","Lactobacillus_fermentum",92.8909952606635,0,2274
"4619","47ae126c-ec5e-472b-bb7c-24bf6320fb7e","Lactobacillus_buchneri",89.4967177242888,1,1834
"4621","47ba7b03-bd6d-46c7-9fc6-bc948902d00d","Lactobacillus_casei",91.2413793103448,0,2098
"4624","47bb5e91-f032-498b-9663-b8a996515e34","Lactobacillus_casei",87.4213836477987,0,1540
"4629","47bf79f4-34d6-4c5e-8a9d-bde759e4434c","Lactobacillus_buchneri",85.9840232389252,0,1548
"4633","47d187fe-34a7-4907-9463-ae4d1d650759","Pediococcus_claussenii",84.5932325413967,0,1468
"4638","47f552fa-21c5-41fe-90ce-414b5e5d2db9","Lactobacillus_buchneri",86.2292718096611,0,1594
"4640","47ffcbb8-2243-4b36-bb11-0b97d7600593","Lactobacillus_ginsenosidimutans",88.3174136664218,0,1704
"4646","4800644c-0c5c-43ab-bafe-f3009cbc5772","Lactobacillus_fermentum",87.0041039671683,1,1736
"4649","4817fc1d-789f-4884-b8af-4a35bc952cd0","Lactobacillus_casei",89.5094339622642,0,1750
"4653","48296415-64ca-49e8-905a-6656ff17a9dd","Lactobacillus_casei",90.3335602450647,0,2046
"4656","482a7a2f-ecec-45f6-9e98-ea184a094a4f","Lactobacillus_brevis",79.8857868020305,0,1224
"4661","48425864-1b7f-41a9-aa5e-3dc20f8cdd69","Lactobacillus_casei",85.9848484848485,0,1814
"4664","487c1056-8e47-4391-9765-4007c92a202e","Lactobacillus_casei",81.5737704918033,0,1250
